twitter,url,name,location,timezone,country,language,bundle,wait,no_adguard
vryeweekblad,https://www.vryeweekblad.com/,Vrye Weekblad,Cape Town,Africa/Johannesburg,ZA,af,,,
vtdigger,https://vtdigger.org/,VT Digger,Burlington,America/New_York,US,en,vermont,,
vtdnews,https://www.visaliatimesdelta.com/,Visalia Times Delta,Visalia,America/Los_Angeles,US,en,california|gannett,,
vulture,https://www.vulture.com/,Vulture,New York City,America/New_York,US,en,entertainment,,
vvdailypress,https://www.vvdailypress.com/,Victorville Daily Press,Victorville,America/Los_Angeles,US,en,california|gannett,,
wabenews,https://www.wabe.org,WABE News,Atlanta,America/New_York,US,en,georgia,,
walbnews10,https://www.walb.com,WALB News 10,Albany,America/New_York,US,en,georgia,,
washingtonpost,https://www.washingtonpost.com/,Washington Post,Washington,America/New_York,US,en,us-national|maryland,,
washtimes,https://www.washingtontimes.com/,Washington Times,Washington,America/New_York,US,en,us-right-wing,,
wausauherald,https://www.wausaudailyherald.com/,Wausau Daily Herald,Wausau,America/Chicago,US,en,wisconsin|gannett,,
wave3news,https://www.wave3.com/,WAVE,Louisville,America/New_York,US,en,kentucky,,
wbez,https://www.wbez.org/,WBEZ,Chicago,America/Chicago,US,en,illinois|chicago,,
wbrcnews,https://www.wbrc.com/,WBRC FOX6 News,Birmingham,America/Chicago,US,en,alabama,,
wbtv_news,https://www.wbtv.com/,WBTV,Charlotte,America/New_York,US,en,north-carolina,,
wbur,https://www.wbur.org/,WBUR,Boston,America/New_York,US,en,massachusetts,,
wcfcourier,https://wcfcourier.com/,Waterloo-Cedar Falls Courier,Waterloo,America/Chicago,US,en,iowa,,
wdrbnews,https://www.wdrb.com/,WDRB News,Louisville,America/New_York,US,en,kentucky,,
wearehpr,https://www.hawaiipublicradio.org/,Hawaii Public Radio,Honolulu,US/Hawaii,US,en,hawaii,,
weatherchannel,https://weather.com/,Weather Channel,Atlanta,America/New_York,US,en,science,,
weeklycitizen,https://www.weeklycitizen.com/,Gonzales Weekly Citizen,Gonzales,America/Chicago,US,en,louisiana|gannett,,
wfaa,https://www.wfaa.com/,WFAA,Dallas,America/Chicago,US,en,texas,,
wfxl,https://www.wfxl.com,Fox 31 WFXL-TV,Albany,America/New_York,US,en,georgia,,
wgnnews,https://wgntv.com/,WGN,Chicago,America/Chicago,US,en,illinois|chicago,,
wgrz,https://www.wgrz.com/,WGRZ,Buffalo,America/New_York,US,en,,,
whas11,https://www.whas11.com/,WHAS11 News,Louisville,America/New_York,US,en,kentucky,,
whyynews,https://whyy.org/news,WHYY,Philadelphia,America/New_York,US,en,pennsylvania|philadelphia,,
wickedlocal,https://www.wickedlocal.com/,Wicked Local,Boston,America/New_York,US,en,massachusetts|gannett,,
windowscentral,https://www.windowscentral.com/,Windows Central,Redmond,America/Los_Angeles,US,en,tech,,
wired,https://www.wired.com/,Wired,San Francisco,America/Los_Angeles,US,en,tech,,
wistatejournal,https://madison.com/wsj/,Wisconsin State Journal,Wisconsin,America/Chicago,US,en,wisconsin,,
wjbf,https://www.wjbf.com,WJBF,Augusta,America/New_York,US,en,georgia,,
wkyt,https://www.wkyt.com/,WKYT,Lexington,America/New_York,US,en,kentucky,,
wncn,https://www.cbs17.com/,CBS 17,Raleigh,America/New_York,US,en,north-carolina,,
wnpr,https://www.ctpublic.org/,Connecticut Public,Hartford,America/New_York,US,en,connecticut,,
wnyc,https://www.wnyc.org/,WNYC,New York City,America/New_York,US,en,new-york-city|new-york-state,,
wnyt,https://wnyt.com/,WNYT NewsChannel 13,Albany,America/New_York,US,en,,,
wonkette,https://www.wonkette.com/,Wonkette,Detroit,America/Chicago,US,en,us-left-wing,,
worldnetdaily,https://www.wnd.com/,WND News,Washington,America/New_York,US,en,us-right-wing,,
wowt6news,https://www.wowt.com/,6 News WOWT,Omaha,America/Chicago,US,en,nebraska,,
wplglocal10,https://www.local10.com/,WPLG Local 10 News,Miami,America/New_York,US,en,florida,,
wral,https://www.wral.com/,WRAL,Raleigh,America/New_York,US,en,north-carolina,,
wrblnews3,https://www.wrbl.com/,WRBL News 3,Columbus,America/New_York,US,en,georgia,,
wrdw_wagt,https://www.wrdw.com,News 12 NBC 26,Augusta,America/New_York,US,en,georgia,,
wrtribune,https://www.wisconsinrapidstribune.com/,Wisconsin Rapids Daily Tribune,Wisconsin Rapids,America/Chicago,US,en,wisconsin|gannett,,
wsav,https://www.wsav.com,WSAV News 3,Savannah,America/New_York,US,en,georgia,,
wsbtv,https://www.wsbtv.com,WSB-TV,Atlanta,America/New_York,US,en,georgia,,
wsj,https://www.wsj.com/,Wall Street Journal,New York City,America/New_York,US,en,us-national,,
wtenews,https://www.wyomingnews.com/,Wyoming Tribune Eagle,Cheyenne,America/Denver,US,en,wyoming,,
wtoc11,https://www.wtoc.com,WTOC,Savannah,America/New_York,US,en,georgia,,
wttw,https://www.wttw.com/,WTTW,Chicago,America/Chicago,US,en,illinois|chicago,,
wtvm,https://www.wtvm.com,WTVM News Leader 9,Columbus,America/New_York,US,en,georgia,,
wvgazettemail,https://www.wvgazettemail.com/,Charleston Gazette-Mail,Charleston,America/New_York,US,en,west-virginia,,
wvstatejournal,https://www.wvnews.com/statejournal/,The State Journal,Charleston,America/New_York,US,en,west-virginia,,
yahoofinance,https://finance.yahoo.com/,Yahoo Finance,New York City,America/New_York,US,en,,,
yahoonews,https://news.yahoo.com/,Yahoo! News,New York City,America/New_York,US,en,us-national,,
yaledailynews,https://yaledailynews.com/,Yale Daily News,New Haven,America/New_York,US,en,connecticut|student,,
ycitynewsonline,https://ycitynews.com/,Y-City News,Zanesville,America/New_York,US,en,,,
ydrcom,https://www.ydr.com/,York Daily Record,York,America/New_York,US,en,pennsylvania|gannett,,
yediotahronot,https://www.yediot.co.il/,Yedioth Ahronoth,Tel Aviv,Asia/Tel_Aviv,IL,he,,,
ynetalerts,https://www.ynet.co.il/,Ynet,Rishon LeZion,Asia/Tel_Aviv,IL,he,,,
yorkdispatch,https://www.yorkdispatch.com/,York Dispatch,York,America/New_York,US,en,,,
zeitonline,https://www.zeit.de/,Zeit,Berlin,Europe/Berlin,DE,de,,,
zerohedge,https://www.zerohedge.com/,ZeroHedge,New York City,America/New_York,US,en,us-right-wing,,
zerohora,https://gauchazh.clicrbs.com.br/,Zero Hora,Porto Alegre,America/Sao_Paulo,BR,pt,,,
zmanisrael,https://www.zman.co.il/,Makor Rishon,Tel Aviv,Asia/Tel_Aviv,IL,he,,,
zn_ua,https://zn.ua/,ZN.UA,Kiev,Europe/Kiev,UA,uk,,,
