name,type,n,percent
BIDEN FREE,ORG,1,0.00017624250969333803
BIG WIN,ORG,1,0.00017624250969333803
BILLIONAIRE,ORG,1,0.00017624250969333803
BILLIONS,CARDINAL,1,0.00017624250969333803
BILLS cut 'Punt God',ORG,1,0.00017624250969333803
BLAKE FLEX,ORG,1,0.00017624250969333803
BLUE JAYS,ORG,1,0.00017624250969333803
BLUE ORIGIN,ORG,1,0.00017624250969333803
BMW,ORG,1,0.00017624250969333803
BOFA,ORG,1,0.00017624250969333803
BORIS BOOMERANG!,PERSON,1,0.00017624250969333803
BOSTON CHILDREN'S,ORG,1,0.00017624250969333803
BRAZIL,GPE,4,0.0007049700387733521
BRAZIL TENSE,ORG,1,0.00017624250969333803
BREITBART Publishes Names of Agents Serving Warrant,ORG,1,0.00017624250969333803
BRINK,ORG,1,0.00017624250969333803
BUCS,ORG,1,0.00017624250969333803
BUCS Practices,ORG,1,0.00017624250969333803
BUCS Practices 'Personal,ORG,1,0.00017624250969333803
BUST,ORG,2,0.00035248501938667606
BUY,ORG,2,0.00035248501938667606
BUYER,ORG,1,0.00017624250969333803
BYU,ORG,2,0.00035248501938667606
BYU Finds 'No Evidence',ORG,1,0.00017624250969333803
Back Funding Cuts,ORG,1,0.00017624250969333803
Background,GPE,1,0.00017624250969333803
Backward Shockwaves,PERSON,1,0.00017624250969333803
Bad Bet on,ORG,1,0.00017624250969333803
Baggage Handler's,ORG,1,0.00017624250969333803
Bail Out Attacker,ORG,1,0.00017624250969333803
Baja,GPE,1,0.00017624250969333803
Baldwin,PERSON,3,0.0005287275290800141
Baltic,LOC,1,0.00017624250969333803
Baltic hours,TIME,1,0.00017624250969333803
Baltimore,GPE,1,0.00017624250969333803
Ban Sale,PERSON,1,0.00017624250969333803
Banana Republic',PERSON,1,0.00017624250969333803
Bangkok,GPE,2,0.00035248501938667606
Bangladesh,GPE,1,0.00017624250969333803
Bank of England,ORG,1,0.00017624250969333803
Bannon,GPE,5,0.0008812125484666902
Bar Dwellers Get Front Row Seat,ORG,1,0.00017624250969333803
Baristas,ORG,1,0.00017624250969333803
Barr,PERSON,1,0.00017624250969333803
Barrett,PERSON,2,0.00035248501938667606
Bartiromo,ORG,1,0.00017624250969333803
Battle,PERSON,3,0.0005287275290800141
Bay Area,LOC,3,0.0005287275290800141
Beans,NORP,1,0.00017624250969333803
Beckham,GPE,1,0.00017624250969333803
Behind War With Intel Community,EVENT,1,0.00017624250969333803
Beijing,GPE,12,0.0021149101163200562
Beijing Plan to,ORG,1,0.00017624250969333803
Beijing Reins,PERSON,1,0.00017624250969333803
Beijing Wants,PERSON,1,0.00017624250969333803
Belgium,GPE,1,0.00017624250969333803
Belittled From All Sides,ORG,1,0.00017624250969333803
Ben Shapiro,PERSON,1,0.00017624250969333803
Ben Shapiro Blames Trump,PERSON,1,0.00017624250969333803
Ben-Gvir,PERSON,1,0.00017624250969333803
Bends Knee,PERSON,1,0.00017624250969333803
Berkeley,ORG,2,0.00035248501938667606
Berlin,GPE,1,0.00017624250969333803
Berlusconi Caught,PERSON,1,0.00017624250969333803
Bermuda,ORG,1,0.00017624250969333803
Bernie,PERSON,2,0.00035248501938667606
Bert Fields Dead,PERSON,1,0.00017624250969333803
Bert Fields Memorial,PERSON,1,0.00017624250969333803
Better,ORG,1,0.00017624250969333803
Bev Hills,GPE,1,0.00017624250969333803
Bibi,PERSON,1,0.00017624250969333803
Bible,WORK_OF_ART,2,0.00035248501938667606
Biblical Stories Of Military Campaigns,ORG,1,0.00017624250969333803
Biden,ORG,1,0.00017624250969333803
Biden,PERSON,61,0.01075079309129362
Biden Blunders,PERSON,1,0.00017624250969333803
Biden Jabs,PERSON,1,0.00017624250969333803
Biden Job,PERSON,1,0.00017624250969333803
Biden Learned,PERSON,1,0.00017624250969333803
Biden Pacific,ORG,1,0.00017624250969333803
Biden Picks Podesta,ORG,1,0.00017624250969333803
Biden Quietly Steps Up Effort,ORG,1,0.00017624250969333803
Biden Tries,ORG,2,0.00035248501938667606
Biden Urges Oil Companies to,ORG,1,0.00017624250969333803
Biden's Cabinet,ORG,1,0.00017624250969333803
Bidens,GPE,2,0.00035248501938667606
Big Island,LOC,1,0.00017624250969333803
Big Tech,ORG,1,0.00017624250969333803
Big Tech's,ORG,1,0.00017624250969333803
Biggest City Struggles,ORG,1,0.00017624250969333803
Biggest Companies Send Worrying Signals About Economy,ORG,1,0.00017624250969333803
Biggest State Forces Urgent Campaign Rejig,ORG,1,0.00017624250969333803
Bill,PERSON,1,0.00017624250969333803
Bill Delayed,PERSON,1,0.00017624250969333803
Bill Murray,PERSON,2,0.00035248501938667606
Bill Murray's,PERSON,1,0.00017624250969333803
Bill Plante,PERSON,1,0.00017624250969333803
Billion-dollar,MONEY,1,0.00017624250969333803
Billionaire Ambani,PERSON,1,0.00017624250969333803
Billionaire Andreessen,PERSON,1,0.00017624250969333803
Billionaire Philanthropist,PERSON,1,0.00017624250969333803
Billions,CARDINAL,1,0.00017624250969333803
Bird,PERSON,1,0.00017624250969333803
Birdsong Reduces Anxiety,ORG,1,0.00017624250969333803
Bizarre Mystery,PERSON,1,0.00017624250969333803
Black Death,ORG,1,0.00017624250969333803
Black Frog,ORG,1,0.00017624250969333803
Black Sea,LOC,1,0.00017624250969333803
Black Sea Fleet,ORG,1,0.00017624250969333803
"Black, Latino",ORG,1,0.00017624250969333803
Blackest City',GPE,1,0.00017624250969333803
Blames Homophobia ',PERSON,1,0.00017624250969333803
Block Sale of New Gas Cars ALL,ORG,1,0.00017624250969333803
Bloody Uprising Against Taliban,ORG,1,0.00017624250969333803
Blow to Maduro Rebound,GPE,1,0.00017624250969333803
Blue Angels,ORG,1,0.00017624250969333803
Blue Cities,ORG,1,0.00017624250969333803
Blue Light,PRODUCT,1,0.00017624250969333803
Boasted,PERSON,1,0.00017624250969333803
"Body, Scientists Say",ORG,1,0.00017624250969333803
Boebert,PERSON,2,0.00035248501938667606
Bolsonaro,PERSON,17,0.0029961226647867464
Bolsonaro Brings Trump's ',ORG,1,0.00017624250969333803
Bolsonaro Grows,PERSON,1,0.00017624250969333803
Bolsonaro Skips Concession,ORG,1,0.00017624250969333803
Bolsonaro Softens Rhetoric,ORG,1,0.00017624250969333803
Bolsonaro Stalls,PERSON,1,0.00017624250969333803
Bolsonaro Two Weeks Before,ORG,1,0.00017624250969333803
Bolsonaro's Party Attacks Voting Systems,ORG,1,0.00017624250969333803
"Bolsonaro, Lula",ORG,1,0.00017624250969333803
Bolton,PERSON,1,0.00017624250969333803
Bombshells,ORG,1,0.00017624250969333803
Boogaloo Bois',PERSON,1,0.00017624250969333803
Boris,PERSON,1,0.00017624250969333803
Boris Johnson Wants,PERSON,1,0.00017624250969333803
Boston,GPE,1,0.00017624250969333803
Boston Points,ORG,1,0.00017624250969333803
Bots and Foreign Agents,ORG,1,0.00017624250969333803
Bourdain,GPE,1,0.00017624250969333803
Brad Pitt,PERSON,1,0.00017624250969333803
Bradshaw,PERSON,1,0.00017624250969333803
Brady,PERSON,15,0.0026436376454000705
Brady Takes,PERSON,2,0.00035248501938667606
BradyBündchen,ORG,1,0.00017624250969333803
BradyBündchen,PRODUCT,2,0.00035248501938667606
Brazil,GPE,31,0.005463517800493479
Brazilian,NORP,2,0.00035248501938667606
Brazilians,NORP,3,0.0005287275290800141
Bread Prices Skyrocket,PERSON,1,0.00017624250969333803
Breezy Chats,PERSON,1,0.00017624250969333803
Brendan Fraser's 'WHALE',PERSON,1,0.00017624250969333803
Breonna Taylor,PERSON,1,0.00017624250969333803
Bret Baier,PERSON,1,0.00017624250969333803
Bribes,GPE,1,0.00017624250969333803
Brink of Discovering Alien Life,ORG,1,0.00017624250969333803
Brink of Power,ORG,1,0.00017624250969333803
Britain,GPE,9,0.0015861825872400424
British,NORP,2,0.00035248501938667606
Britney,PERSON,1,0.00017624250969333803
Britney Spears,ORG,1,0.00017624250969333803
Brits,NORP,1,0.00017624250969333803
Broadway,FAC,2,0.00035248501938667606
Broke SEC,ORG,1,0.00017624250969333803
Broker,PRODUCT,1,0.00017624250969333803
Bronx,GPE,1,0.00017624250969333803
Brooklyn,GPE,1,0.00017624250969333803
Browsers Back,PERSON,1,0.00017624250969333803
Bruce Willis,PERSON,1,0.00017624250969333803
Brussels,GPE,1,0.00017624250969333803
Buchenwald,PERSON,1,0.00017624250969333803
Buckingham Palace,FAC,2,0.00035248501938667606
Buckle Up,ORG,1,0.00017624250969333803
Bucolic Prairie Region,PERSON,1,0.00017624250969333803
Bucs,PERSON,1,0.00017624250969333803
Buff Biz,PERSON,1,0.00017624250969333803
Build National Profile,ORG,1,0.00017624250969333803
Bukele,GPE,1,0.00017624250969333803
Bukele,PERSON,1,0.00017624250969333803
Bullet-Proof Glass,ORG,1,0.00017624250969333803
Bullhorn,GPE,1,0.00017624250969333803
Burning Man,PERSON,1,0.00017624250969333803
Burning Man',WORK_OF_ART,1,0.00017624250969333803
Bush,PERSON,1,0.00017624250969333803
Busy First Day,DATE,1,0.00017624250969333803
Buttigieg,PERSON,1,0.00017624250969333803
Buy Whipped Cream,GPE,1,0.00017624250969333803
CA,ORG,9,0.0015861825872400424
CA,PERSON,6,0.0010574550581600281
CA Constitution,WORK_OF_ART,1,0.00017624250969333803
CA County Tells People to Shelter In Place Because of TESLA Battery Fire,ORG,1,0.00017624250969333803
CA Desert,PERSON,1,0.00017624250969333803
CA Efforts,ORG,1,0.00017624250969333803
CA Plows Ahead,PERSON,1,0.00017624250969333803
CA Sees Warning Sign,PERSON,1,0.00017624250969333803
CA Sizzles,PERSON,1,0.00017624250969333803
CA Sues AMAZON,PERSON,1,0.00017624250969333803
CADILLAC,ORG,1,0.00017624250969333803
CAESARS PALACE Casino,ORG,1,0.00017624250969333803
CALIFORNIA,GPE,2,0.00035248501938667606
CAT 4,ORG,1,0.00017624250969333803
CBS,ORG,4,0.0007049700387733521
CDC,ORG,12,0.0021149101163200562
CENTURY,CARDINAL,2,0.00035248501938667606
CENTURY,DATE,1,0.00017624250969333803
CFO,ORG,1,0.00017624250969333803
CHANEL,ORG,1,0.00017624250969333803
CHARLES III OLDEST MONARCH,PERSON,1,0.00017624250969333803
CHASE,ORG,1,0.00017624250969333803
CHENEY DAY,DATE,1,0.00017624250969333803
CHENEY RELOADS ON,PERSON,1,0.00017624250969333803
CHIPOTLE,ORG,2,0.00035248501938667606
CHRISTIE,ORG,1,0.00017624250969333803
CHRISTIE'S Auction,ORG,1,0.00017624250969333803
CIA,ORG,6,0.0010574550581600281
CITY,ORG,1,0.00017624250969333803
CNBC,ORG,1,0.00017624250969333803
CNN,ORG,22,0.0038773352132534366
CNN Pivot,ORG,1,0.00017624250969333803
CNN Staffers Fear Right-Wing Billionaire Will Wreck It,ORG,1,0.00017624250969333803
CO,ORG,1,0.00017624250969333803
CO Utility Took Control Of Thousands Of Home Thermostats,ORG,1,0.00017624250969333803
COOK,ORG,2,0.00035248501938667606
COVID,ORG,1,0.00017624250969333803
COWBOYS,ORG,1,0.00017624250969333803
COX,ORG,1,0.00017624250969333803
CPAC,ORG,2,0.00035248501938667606
CREDIT SUISSE Concerns,ORG,1,0.00017624250969333803
CRITICISM,ORG,1,0.00017624250969333803
CROWN,ORG,1,0.00017624250969333803
CUBA WITHOUT POWER,ORG,1,0.00017624250969333803
CUFFS,ORG,1,0.00017624250969333803
Cabinet,ORG,1,0.00017624250969333803
Caicos,LANGUAGE,1,0.00017624250969333803
Cairo,GPE,2,0.00035248501938667606
California,GPE,24,0.0042298202326401125
Calls For Contact Tracing,ORG,1,0.00017624250969333803
Camilla,ORG,2,0.00035248501938667606
Canada,GPE,6,0.0010574550581600281
Canadian,NORP,3,0.0005287275290800141
Cancer Drug Emerges,ORG,1,0.00017624250969333803
Candace,ORG,1,0.00017624250969333803
Candace Owens Defends,ORG,1,0.00017624250969333803
Canines,ORG,1,0.00017624250969333803
Cannibal,ORG,1,0.00017624250969333803
Capitol,FAC,1,0.00017624250969333803
Capitol,ORG,6,0.0010574550581600281
Capitol Police,ORG,1,0.00017624250969333803
Caribbean,NORP,1,0.00017624250969333803
Carlos Alcaraz,PERSON,1,0.00017624250969333803
Carnage Continues,ORG,1,0.00017624250969333803
Carpet,ORG,1,0.00017624250969333803
Cartels,ORG,1,0.00017624250969333803
Caruso,PERSON,1,0.00017624250969333803
Cases,ORG,1,0.00017624250969333803
Casinos,ORG,1,0.00017624250969333803
Catalytic Converter Theft Surges,ORG,1,0.00017624250969333803
Catholic,NORP,2,0.00035248501938667606
Catholic Church,ORG,1,0.00017624250969333803
Catholic Order Struggles,PERSON,1,0.00017624250969333803
Catholics,NORP,1,0.00017624250969333803
Celeb,ORG,1,0.00017624250969333803
Celebs Appearing in Ads,WORK_OF_ART,1,0.00017624250969333803
Cement Grip,PERSON,1,0.00017624250969333803
Censoring Meloni Speech ',PERSON,1,0.00017624250969333803
Center Smart Business Move,ORG,1,0.00017624250969333803
Central Africa,GPE,1,0.00017624250969333803
Central Banks Versus Governments,ORG,1,0.00017624250969333803
Century,ORG,1,0.00017624250969333803
Challenge,ORG,1,0.00017624250969333803
Chamber of Commerce,ORG,1,0.00017624250969333803
Charles,PERSON,1,0.00017624250969333803
Charles Hires Ex-DAILYMAIL,PERSON,1,0.00017624250969333803
Charles III,PERSON,1,0.00017624250969333803
Charles Should Abdicate,PERSON,1,0.00017624250969333803
Charlotte,GPE,1,0.00017624250969333803
Chases,PERSON,1,0.00017624250969333803
Chemical,ORG,1,0.00017624250969333803
Cheney,PERSON,6,0.0010574550581600281
Chernobyl,GPE,1,0.00017624250969333803
Chernobyl,PERSON,1,0.00017624250969333803
Chess,ORG,1,0.00017624250969333803
Chess World Rocked Over Cheating Allegations After Massive Upset,ORG,1,0.00017624250969333803
Chicago,GPE,5,0.0008812125484666902
Chile,GPE,3,0.0005287275290800141
China,GPE,57,0.010045823052520268
Chinese,NORP,24,0.0042298202326401125
Chinese Communist Party,ORG,1,0.00017624250969333803
Choked-Up Yards,ORG,1,0.00017624250969333803
Chris Christie,PERSON,1,0.00017624250969333803
Chris Pratt Navy,PERSON,1,0.00017624250969333803
Christian,NORP,11,0.0019386676066267183
Christian ',ORG,1,0.00017624250969333803
Christian Mother',PERSON,1,0.00017624250969333803
Christians,NORP,2,0.00035248501938667606
Christmas,DATE,1,0.00017624250969333803
Church,ORG,1,0.00017624250969333803
Churchill Portrait Disappears,PERSON,1,0.00017624250969333803
Cincinnati Open,ORG,1,0.00017624250969333803
Circus of Disgust,ORG,1,0.00017624250969333803
Citing Free Speech,ORG,1,0.00017624250969333803
Citing Threat of Violence,ORG,1,0.00017624250969333803
City,GPE,1,0.00017624250969333803
City Hall,ORG,1,0.00017624250969333803
Civil War,EVENT,1,0.00017624250969333803
Claim Unlikely,WORK_OF_ART,1,0.00017624250969333803
Clarence Thomas,ORG,1,0.00017624250969333803
Clarence Thomas,PERSON,3,0.0005287275290800141
Clash,PRODUCT,1,0.00017624250969333803
Cleveland,GPE,1,0.00017624250969333803
Climate Change' Moves,ORG,1,0.00017624250969333803
Clinics,ORG,1,0.00017624250969333803
Clip Surfaces,ORG,1,0.00017624250969333803
Clips,ORG,1,0.00017624250969333803
Clock,ORG,1,0.00017624250969333803
Clumsy Record-Keeping,PERSON,1,0.00017624250969333803
Co-Living Makes Comeback,ORG,1,0.00017624250969333803
Co-Star,ORG,1,0.00017624250969333803
Coal,PERSON,1,0.00017624250969333803
Coast Guard,ORG,2,0.00035248501938667606
Cockatoos Getting Smarter,PERSON,1,0.00017624250969333803
Coffin,PRODUCT,1,0.00017624250969333803
Cold War,EVENT,1,0.00017624250969333803
Colin Farrell,PERSON,2,0.00035248501938667606
Colleague,PERSON,1,0.00017624250969333803
Colombia,GPE,2,0.00035248501938667606
Colorado,GPE,3,0.0005287275290800141
Colorado River,LOC,3,0.0005287275290800141
Columbus,GPE,1,0.00017624250969333803
Combat Climate Change,ORG,1,0.00017624250969333803
Comedy Cellar,PRODUCT,1,0.00017624250969333803
Comey,ORG,1,0.00017624250969333803
Coming-Out Party,ORG,1,0.00017624250969333803
Communist,NORP,1,0.00017624250969333803
Communist Congress,ORG,1,0.00017624250969333803
Communist Party,ORG,1,0.00017624250969333803
Communist Party Congress,ORG,1,0.00017624250969333803
Communists,NORP,1,0.00017624250969333803
Condemn Trumpism,ORG,1,0.00017624250969333803
Coney Island,LOC,1,0.00017624250969333803
Confederacy,PERSON,1,0.00017624250969333803
Confederate,ORG,2,0.00035248501938667606
Congenital,GPE,1,0.00017624250969333803
Congress,ORG,9,0.0015861825872400424
Congress Fear Insufficient Security,ORG,1,0.00017624250969333803
Congressman's Wife Died After Taking Herbal Remedy,ORG,1,0.00017624250969333803
Conscripts ',ORG,1,0.00017624250969333803
Consort,GPE,1,0.00017624250969333803
Constitution,LAW,1,0.00017624250969333803
Continues,ORG,1,0.00017624250969333803
Control World's,ORG,1,0.00017624250969333803
"Control, Surveil Delivery Workers",ORG,1,0.00017624250969333803
Convenience-Store Magnate,ORG,1,0.00017624250969333803
Cools Pools,PERSON,1,0.00017624250969333803
Cops Deployed,ORG,1,0.00017624250969333803
Coroner,ORG,1,0.00017624250969333803
Counterattack,GPE,1,0.00017624250969333803
Court,ORG,1,0.00017624250969333803
Court Allows,PERSON,1,0.00017624250969333803
Courts Controversy,PERSON,1,0.00017624250969333803
Covid,NORP,1,0.00017624250969333803
Covid,PERSON,14,0.0024673951357067326
Covid Hit,PERSON,1,0.00017624250969333803
Covid Truthers,PERSON,1,0.00017624250969333803
Cowboys for Trump',WORK_OF_ART,1,0.00017624250969333803
Crack Passwords,ORG,1,0.00017624250969333803
Create Havoc,ORG,1,0.00017624250969333803
Creepy,NORP,2,0.00035248501938667606
Crimea,GPE,2,0.00035248501938667606
Crimea,ORG,2,0.00035248501938667606
Crisis,WORK_OF_ART,1,0.00017624250969333803
Crist,ORG,1,0.00017624250969333803
Croatian,NORP,1,0.00017624250969333803
Crocs,ORG,1,0.00017624250969333803
Crowded Concert Market,PERSON,1,0.00017624250969333803
Cruel,ORG,1,0.00017624250969333803
Cruise,PERSON,1,0.00017624250969333803
Cruz,PERSON,2,0.00035248501938667606
Crypto,ORG,2,0.00035248501938667606
Crypto Ads Starring,PERSON,1,0.00017624250969333803
Crypto Hackers Paving Road,PERSON,1,0.00017624250969333803
Crypto Traders,PERSON,1,0.00017624250969333803
Cuba,GPE,3,0.0005287275290800141
Cuban,NORP,3,0.0005287275290800141
Cubans,NORP,5,0.0008812125484666902
Customs,ORG,1,0.00017624250969333803
Cut Emissions,ORG,1,0.00017624250969333803
Cut Homicide Rate,ORG,1,0.00017624250969333803
Cut UK Tax Rate,ORG,1,0.00017624250969333803
Cut UK Tax on Rich,ORG,1,0.00017624250969333803
Cyclones,GPE,1,0.00017624250969333803
DAILY,ORG,1,0.00017624250969333803
DAILY MAIL,ORG,1,0.00017624250969333803
DALLAS,GPE,1,0.00017624250969333803
DANGEROUS,ORG,1,0.00017624250969333803
DAYS,ORG,1,0.00017624250969333803
DC,GPE,9,0.0015861825872400424
