text,url,n,is_story,domain
Want to Fly This Summer? Good Luck Traveling to a Small City...,https://www.wsj.com/articles/airlines-fewer-flights-small-cities-pilot-shortage-11654611718,1,True,wsj.com
Wants Dems to Fight Fire With Fire...,https://dnyuz.com/2022/07/22/newsom-wants-democrats-to-fight-fire-with-fire-starting-with-a-gun-bill/,1,True,dnyuz.com
War could last 'years'...,https://apnews.com/article/russia-ukraine-boris-johnson-kyiv-nato-054bce8206809df75269cb9060324c36,3,True,apnews.com
Warhol Images of Prince: Social Commentary or Copyright Infringement?,https://dnyuz.com/2022/08/15/warhols-images-of-prince-social-commentary-or-copyright-infringement/,2,True,dnyuz.com
Warn Kim of 'Forceful Response' to Nuke Test...,https://www.msn.com/en-us/news/world/us-warns-kim-jong-un-of-forceful-response-to-any-nuclear-test/ar-AAYa8og,1,True,msn.com
Warning that Putin could invade rest of Europe within year...,https://www.news.com.au/world/warning-that-vladimir-putin-could-invade-rest-of-europe-within-a-year/news-story/201b005d67448de0e75aa89998da3105,5,True,news.com.au
Warnings for Today from French Revolution...,https://www.thebulwark.com/warnings-for-today-from-the-french-revolution/,3,True,thebulwark.com
Warnock propelled into presidential contention with win over Walker?,https://www.washingtonexaminer.com/news/campaigns/raphael-warnock-presidential-contention-herschel-walker-win,3,True,washingtonexaminer.com
Warns 'don't trust our AI'; Insults and lies...,https://www.dailystar.co.uk/tech/news/facebooks-new-ai-can-tell-27687680,1,True,dailystar.co.uk
Warns USA Against Sailing Warships Through Strait...,https://time.com/6206686/china-us-navy-warships-taiwan-strait/,3,True,time.com
Warns West: 'Heading for tragedy'...,https://www.msn.com/en-us/news/world/putin-warns-the-west-ukraine-heading-for-tragedy/ar-AAZifFE,1,True,msn.com
Warns of LEHMAN-Like Contagion...,https://uk.news.yahoo.com/germany-trigger-phase-two-three-065910268.html,2,True,yahoo.com
Warns of Revenge...,https://www.vice.com/en/article/g5vy7y/trump-revenge-fbi-search-mar-a-lago,3,True,vice.com
Warship violates NATO waters TWICE...,https://www.mirror.co.uk/news/world-news/russian-warship-violates-nato-waters-27268154,3,True,mirror.co.uk
Wartime Crackdown Widens as Kremlin Demands Full Loyalty...,https://www.wsj.com/articles/russias-wartime-crackdown-widens-as-kremlin-demands-full-loyalty-11658577601,3,True,wsj.com
Watch Pissed Off President Refuse to Say Election Over...,https://www.mediaite.com/tv/watch-pissed-off-trump-refuse-to-say-election-is-over-in-new-outtakes-from-jan-7-speech-to-the-country/,3,True,mediaite.com
Watchdog knew of purge...,https://www.msn.com/en-us/news/us/secret-service-watchdog-knew-in-february-that-texts-had-been-purged/ar-AAZO23B,3,True,msn.com
Watching his pattern of life key to his death...,https://apnews.com/article/al-qaida-biden-ayman-zawahri-covid-health-595c6bda6d17fdd0c1c936137fe1e7c6,3,True,apnews.com
Watching pattern of life key to his death...,https://apnews.com/article/al-qaida-biden-ayman-zawahri-covid-health-595c6bda6d17fdd0c1c936137fe1e7c6,2,True,apnews.com
Water restrictions hit millions in London...,https://www.cnbc.com/2022/08/17/london-to-face-water-restrictions-from-next-week-thames-water-says-.html,3,True,cnbc.com
Water seen on distant planets...,https://www.the-sun.com/tech/5755998/how-to-watch-nasa-jwst-deep-space-images/,5,True,the-sun.com
Watergate 50th meets Jan. 6: Thirst for power...,https://apnews.com/article/capitol-siege-ivanka-trump-congress-donald-government-and-politics-570444a76bacec6bcfaa507cae7ea452,11,True,apnews.com
Watergate prosecutor: Georgia case could 'send Donald to prison'...,https://thehill.com/regulation/court-battles/3529645-watergate-prosecutor-georgia-case-could-send-donald-trump-to-prison/,1,True,thehill.com
Watergate prosecutor: Georgia case could 'send Trump to prison'...,https://thehill.com/regulation/court-battles/3529645-watergate-prosecutor-georgia-case-could-send-donald-trump-to-prison/,1,True,thehill.com
Wave of social media ads may signal White House run...,https://news.yahoo.com/why-wave-social-media-ads-100343102.html,2,True,yahoo.com
"Waving goodbye?
Tearful Tiger serenaded by crowd after difficult Open...",https://www.cnn.com/2022/07/15/golf/tiger-woods-open-tearful-st-andrews-spt-intl/index.html,1,True,cnn.com
We've Never Seen Mars Quite Like This...,https://www.theatlantic.com/science/archive/2022/07/mars-perseverance-rover-camera-pictures/661489/,1,True,theatlantic.com
"Wealthy American tourist has $1,000,000 watch snatched off wrist in Barcelona...",https://metro.co.uk/2022/06/09/tourist-has-700000-snatched-off-wrist-outside-barcelona-hotel-16798193/,1,True,metro.co.uk
Wealthy Americans escape but will face beefed-up IRS...,https://www.arcamax.com/business/businessnews/s-2709442,3,True,arcamax.com
Weary Dems turn eyes to Newsom...,https://thehill.com/opinion/campaign/3584873-a-weary-democratic-party-turns-its-eyes-to-gavin-newsom/,1,True,thehill.com
Weary turn eyes to Newsom...,https://thehill.com/opinion/campaign/3584873-a-weary-democratic-party-turns-its-eyes-to-gavin-newsom/,1,True,thehill.com
Webb telescope already challenging what astronomers thought they knew...,https://www.msn.com/en-us/news/technology/webb-telescope-is-already-challenging-what-astronomers-thought-they-knew/ar-AA117MpT,3,True,msn.com
Websites Selling Unapproved  Pills Booming...,https://www.wsj.com/articles/websites-selling-unapproved-abortion-pills-are-booming-11661079601,1,True,wsj.com
Websites Selling Unapproved Abortion Pills Booming...,https://www.wsj.com/articles/websites-selling-unapproved-abortion-pills-are-booming-11661079601,2,True,wsj.com
Weed Drinks Everywhere...,https://dnyuz.com/2022/08/19/weed-drinks-are-a-buzzy-alcohol-substitute-but-are-they-safe/,2,True,dnyuz.com
Weed Drinks Suddenly Everywhere...,https://dnyuz.com/2022/08/19/weed-drinks-are-a-buzzy-alcohol-substitute-but-are-they-safe/,3,True,dnyuz.com
Week of widespread violence shows power of Mexicna cartel's 'vast empire'...,https://www.cbsnews.com/news/drug-violence-jalisco-cartel-vast-empire-mexico/,1,True,cbsnews.com
Week of widespread violence shows power of cartel's 'vast empire'...,https://www.cbsnews.com/news/drug-violence-jalisco-cartel-vast-empire-mexico/,1,True,cbsnews.com
Weekend sees massive amount of flight cancellations...,https://www.cnbc.com/2022/06/19/holiday-weekend-sees-massive-amount-of-flight-cancellations.html,1,True,cnbc.com
"Weeks After His Nude Video Leaked, Trailblazing Televangelist Mysteriously Dies...",https://www.vice.com/en/article/dy7gjm/aamir-liaquat-dead-weeks-after-nude-video-leak-pakistan,1,True,vice.com
Weighs child protective services to probe kids at drag shows...,https://www.nbcnews.com/nbc-out/out-politics-and-policy/desantis-weighs-ordering-child-protective-services-parents-take-kids-d-rcna32757,1,True,nbcnews.com
Weighs cutting 100 jobs...,https://www.mediaite.com/news/washington-post-on-track-to-lose-money-in-2022-report/,3,True,mediaite.com
Weisselberg Nears Plea Deal...,https://dnyuz.com/2022/08/15/trump-executive-nears-plea-deal-with-manhattan-prosecutors/,1,True,dnyuz.com
Weisselberg expected to plead guilty in tax avoidance scheme...,https://www.nbcnews.com/politics/justice-department/trump-org-ex-official-allen-weisselberg-expected-plead-guilty-tax-case-rcna43227,1,True,nbcnews.com
Welcome to Aotearoa? The Campaign to Decolonize New Zealand's Name...,https://www.wsj.com/articles/welcome-to-aotearoa-the-campaign-to-decolonize-new-zealands-name-11658914200,1,True,wsj.com
Welcome to Golden Age of the Private Club...,https://www.wsj.com/articles/inside-new-guard-golden-age-private-social-clubs-members-only-11660306883,1,True,wsj.com
"Welcome to the summer of robots...
Delivering food, pouring drinks, mowing lawns...",https://www.axios.com/2022/06/09/robots-kitchen-delivery-robotics,1,True,axios.com
West pledges more arms for Kyiv as Moscow and Beijing renew ties...,https://www.msn.com/en-us/news/world/west-pledges-more-arms-for-ukraine-as-russia-and-china-renew-ties/ar-AAYroxS,2,True,msn.com
"West's most important water supply drying up. Soon, life for 40 million will change...",https://www.theday.com/nation/20220811/the-wests-most-important-water-supply-is-drying-up-soon-life-for-40-million-people-who-depend-on/,1,True,theday.com
"West's worst drought in 1,200 years...",https://www.cnn.com/2022/06/18/us/flaming-gorge-green-river-fly-fishing-climate/index.html,10,True,cnn.com
Western Move to Choke Russia Oil Exports Boomerangs...,https://dnyuz.com/2022/06/21/western-move-to-choke-russias-oil-exports-boomerangs-for-now/,3,True,dnyuz.com
"Western flames spread, California sees largest 2022 fire...",https://apnews.com/article/wildfires-forests-california-weather-montana-11690000ca58afd6f90459322c251cc5,2,True,apnews.com
Westerners sponsoring slogans written on bombs...,https://www.msn.com/en-us/news/world/westerners-are-sponsoring-slogans-written-on-bombs-aimed-at-russians/ar-AA10Lg42,3,True,msn.com
Westerners struggle to manage booming wild horse populations...,https://www.hastingstribune.com/ap/national/westerners-struggle-to-manage-booming-wild-horse-populations/article_f59aa80d-bd5c-5f98-a052-a3a51794bbef.html,3,True,hastingstribune.com
Wettest monsoon season in decade...,https://www.cnn.com/2022/08/12/weather/las-vegas-rain-flooding/index.html,2,True,cnn.com
What COVID? More and more say they've returned to normal...,https://www.inquirer.com/health/coronavirus/covid-mask-return-normal-penn-annenberg-20220816.html,1,True,inquirer.com
What Good Night's Sleep Can Do for Heart...,https://www.wsj.com/articles/what-a-good-nights-sleep-can-do-for-your-heart-11658066400,2,True,wsj.com
What Inflation? Super Frugal Made for This Moment...,https://www.wsj.com/articles/inflation-thrifty-how-frugal-families-save-money-11655417641,1,True,wsj.com
What Is Elon Musk?,https://nymag.com/intelligencer/article/what-is-elon-musk.html,3,True,nymag.com
What Is FBI Trying To Hide About Raid on Innocent Americans' Safe Deposit Boxes?,https://reason.com/2022/07/26/what-is-the-fbi-hiding-about-its-raid-on-innocent-americans-safe-deposit-boxes/,2,True,reason.com
What Is the Supreme Court Hiding?,https://www.politico.com/news/magazine/2022/08/19/supreme-court-justice-papers-retire-00052661,2,True,politico.com
What Pandemic? More and more say they've returned to normal...,https://www.inquirer.com/health/coronavirus/covid-mask-return-normal-penn-annenberg-20220816.html,1,True,inquirer.com
What We Gain From Good-Enough Life...,https://www.theatlantic.com/books/archive/2022/08/good-enough-life-winnicott-avram-alpert-book/671110/,3,True,theatlantic.com
What a Good Night's Sleep Can Do for Your Heart...,https://www.wsj.com/articles/what-a-good-nights-sleep-can-do-for-your-heart-11658066400,1,True,wsj.com
What does 'plead Fifth' mean? Will Trumps do it?,https://apnews.com/article/plead-the-fifth-explainer-734e4fd7be330bef0a7ae62cc41091e4,1,True,apnews.com
What future for Commonwealth?,https://www.france24.com/en/uk/20220604-after-queen-elizabeth-what-does-the-future-hold-for-the-commonwealth,1,True,france24.com
What if AOC runs?,https://thehill.com/homenews/house/3578887-the-memo-no-really-what-if-alexandria-ocasio-cortez-runs-for-president/,3,True,thehill.com
What is Paxlovid?,https://www.dailymail.co.uk/news/article-11036239/What-Paxlovid-COVID-medication-prescribed-Biden-specifically-high-risk-people.html,3,True,dailymail.co.uk
What pre-Civil War history tells about coming abortion battle...,https://www.washingtonpost.com/made-by-history/2022/07/14/what-pre-civil-war-history-tells-us-about-coming-abortion-battle/,3,True,washingtonpost.com
What takes years and costs $20K? San Fran trash can...,https://apnews.com/article/california-san-francisco-climate-and-environment-cab7011953482c7eabc5ad41c6582773,5,True,apnews.com
What to watch in Tuesday primaries...,https://apnews.com/article/2022-midterm-elections-abortion-biden-donald-trump-presidential-51161c64debe4fe2030a75f6710a8f13,2,True,apnews.com
What will weather be like in metaverse?,https://www.accuweather.com/en/business/what-will-the-weather-be-like-in-the-metaverse/1162994,3,True,accuweather.com
What's Ahead as Supreme Court Nears Session End...,https://www.wsj.com/articles/whats-ahead-as-supreme-court-nears-historic-sessions-end-11653164313,1,True,wsj.com
What's Behind War With Intel Community?,https://news.yahoo.com/behind-trump-private-war-intelligence-085355035.html,1,True,yahoo.com
What's It Like at Most Expensive MOTEL 6? Pretty Nice...,https://www.wsj.com/articles/most-expensive-motel-6-travel-11660066971,3,True,wsj.com
What's Next for LeBron Jr.?,https://dnyuz.com/2022/07/30/whats-next-for-lebron-james-jr/,6,True,dnyuz.com
What's at stake for 'HOUSE OF DRAGON' and 'RINGS OF POWER'...,https://www.cnbc.com/2022/08/20/house-of-the-dragon-and-rings-of-power-are-coming-whats-at-stake.html,5,True,cnbc.com
What-If DC War Game Maps Huge Toll of Future US-China War Over Taiwan...,https://www.msn.com/en-us/news/world/what-if-dc-war-game-maps-huge-toll-of-a-future-us-china-war-over-taiwan/ar-AA10srFI,2,True,msn.com
When #Vanlife Meets $300 Tank...,https://dnyuz.com/2022/06/15/when-vanlife-meets-the-300-tank/,1,True,dnyuz.com
"When Banned in Brazil, Women Turned to Drug Traffickers...",https://dnyuz.com/2022/06/28/when-abortion-pills-were-banned-in-brazil-women-turned-to-drug-traffickers/,1,True,dnyuz.com
When Trump Declares He Loses Control of $103 Million...,https://finance.yahoo.com/news/trump-declares-2024-loses-control-193142094.html,3,True,yahoo.com
"When U.S. suspects flee across border, Mexico 'Gringo Hunters' ready...",https://flipboard.com/@WashPost/a-u-s-murder-suspect-fled-to-mexico-the-gringo-hunters-were-waiting/a-cYo3c3KHRZiJFIRiyaClvw%3Aa%3A419161690-9613526d0a%2Fwashingtonpost.com,1,True,flipboard.com
When We Eat Can Affect Mental Health...,https://www.wsj.com/articles/when-we-eat-can-affect-our-mental-health-11660319113,5,True,wsj.com
When election denier becomes chief election official...,https://www.politico.com/news/2022/08/29/election-denier-secretary-state-mail-voting-00054018,3,True,politico.com
When prosecution is in public interest...,https://thehill.com/opinion/white-house/3590067-trump-v-nixon-when-prosecution-is-in-the-public-interest/,3,True,thehill.com
Where 'Vibes' Come From...,https://www.theatlantic.com/ideas/archive/2022/07/origin-vibes-charisma-emotional-politics/661469/,2,True,theatlantic.com
Where exactly will astronauts land on moon? NASA to tell...,https://www.msn.com/en-us/news/technology/where-exactly-will-astronauts-land-on-the-moon-nasa-is-going-to-tell-us/ar-AA10ObU8,2,True,msn.com
Where in the world is Dr. Oz?,https://www.politico.com/news/2022/07/07/dr-oz-gop-pennsylvania-senate-00044483,1,True,politico.com
Where in world is Dr. Oz?,https://www.politico.com/news/2022/07/07/dr-oz-gop-pennsylvania-senate-00044483,2,True,politico.com
While performing role for 'PADRE PIO'...,https://www.foxnews.com/entertainment/shia-labeouf-converts-catholicism-studying-padre-pio-movie,2,True,foxnews.com
White House aides exhausted from forever on alert...,https://www.cnn.com/2022/07/05/politics/democrats-frustrated-biden-lack-of-urgency-supreme-court-setbacks/index.html,1,True,cnn.com
White House braces for death of Roe...,https://thehill.com/news/3513911-white-house-braces-for-the-death-of-roe-v-wade/,1,True,thehill.com
White House braces for grim news...,https://www.politico.com/news/2022/07/27/recession-inflation-gas-prices-biden-00048070,1,True,politico.com
White House faces more staff shake up...,https://thehill.com/homenews/administration/3526673-biden-aides-tapped-out-as-white-house-faces-staff-shake-up/,2,True,thehill.com
White House faces staff shake up...,https://thehill.com/homenews/administration/3526673-biden-aides-tapped-out-as-white-house-faces-staff-shake-up/,2,True,thehill.com
White House fears potential Pelosi trip to Taiwan would inflame China...,https://www.msn.com/en-us/news/world/administration-fears-a-pelosi-trip-to-taiwan-could-spark-cross-strait-crisis/ar-AAZT5uc,3,True,msn.com
White House insists economy strong as allies grow uneasy about Fed...,https://www.msn.com/en-us/news/politics/white-house-insists-economy-is-strong-as-allies-grow-uneasy-about-fed/ar-AA105XbV,2,True,msn.com
White House pushes for 'next generation' Covid vaccines... ,https://medicalxpress.com/news/2022-07-white-house-covid-vaccines.html,1,True,medicalxpress.com
White House scrambles to avoid crisis...,https://www.msn.com/en-us/news/world/white-house-scrambles-to-avoid-crisis-amid-pelosi-visit-to-taiwan/ar-AA10cJe3,3,True,msn.com
White House sees glimmers of economic hope after dreadful year...,https://www.politico.com/news/2022/08/29/white-house-economic-hope-00053983,3,True,politico.com
White House summons Chinese ambassador as crisis escalates...,https://www.msn.com/en-us/news/world/white-house-summons-chinese-ambassador-as-crisis-escalates/ar-AA10kAmc,6,True,msn.com
White House to Name Monkeypox Czar...,https://www.cnn.com/2022/07/25/politics/monkeypox-coordinator-white-house/index.html,2,True,cnn.com
White House tries to make Biden infection 'teachable moment'...,https://apnews.com/article/biden-covid-teachable-moment-a3013aa63e6efa4d8130881f0f1b2329,3,True,apnews.com
White House tries to make Joe's infection 'teachable moment'...,https://apnews.com/article/biden-covid-health-ron-klain-government-and-politics-a3013aa63e6efa4d8130881f0f1b2329,1,True,apnews.com
White House weighs  federal gas tax holiday...,https://nypost.com/2022/06/14/white-house-weighing-federal-gas-tax-holiday-as-prices-soar/,1,True,nypost.com
White House: 'Liberal world order' demands prices...,https://nypost.com/2022/07/01/biden-adviser-liberal-world-order-demands-enduring-high-gas-prices/,2,True,nypost.com
White House: Kremlin laying groundwork to annex MORE territory...,https://www.cnbc.com/2022/07/19/russia-ukraine-war-russia-taking-steps-to-annex-ukraine-territory-us-says.html,1,True,cnbc.com
White supremacists riling up thousands on social media...,https://apnews.com/article/islamic-state-group-technology-buffalo-government-and-politics-4e3dc9e6aeee05161acdc3c0e17a278b,1,True,apnews.com
Who Comes After Bernie?,https://nymag.com/intelligencer/2022/07/bernie-sanders-wont-run-again-who-replaces-him.html,3,True,nymag.com
Who could succeed Boris in Downing Street?,https://www.france24.com/en/europe/20220706-who-could-succeed-boris-johnson-in-downing-street,3,True,france24.com
Who could succeed?,https://www.the-sun.com/news/5710576/who-could-replace-boris-johnson-if-he-resigns/,1,True,the-sun.com
Who is 'Merchant of Death'?,https://dnyuz.com/2022/07/28/merchant-of-death-offered-up-by-us-in-exchange-for-jailed-citizens-held-in-russia/,1,True,dnyuz.com
Whole Cities Under Siege by Narcos in Mexico...,https://www.vice.com/en/article/n7ze4q/mexico-cjng-siege-doble-r,2,True,vice.com
Wholesale inflation 10.8%!,https://www.cnbc.com/2022/06/14/wholesale-prices-rose-10point8percent-in-may-near-a-record-annual-pace.html,1,True,cnbc.com
Why Abortion Has Become Centerpiece of TV Ads...,https://dnyuz.com/2022/08/14/why-abortion-has-become-a-centerpiece-of-democratic-tv-ads-in-2022/,2,True,dnyuz.com
Why Americans increasingly dubious about going to college...,https://www.nbcnews.com/news/us-news/americans-are-increasingly-dubious-going-college-rcna40935,2,True,nbcnews.com
Why Are Hundreds of Grand Canyon Tourists Suddenly Getting Sick?,https://news.yahoo.com/why-hundreds-grand-canyon-tourists-180339241.html,3,True,yahoo.com
Why BA.5 Feels Different...,https://www.msn.com/en-us/news/us/why-ba-5-feels-different/ar-AAZsJll,3,True,msn.com
"Why Biden sees fights with Musk, Bezos as good politics...",https://thehill.com/news/administration/3513915-why-biden-sees-fights-with-musk-bezos-as-good-politics/,1,True,thehill.com
Why Congress Won't Ban 'Assault Weapons'...,https://www.wsj.com/articles/why-congress-wont-ban-assault-weapons-11654939800,1,True,wsj.com
Why Congress Won't Ban Assault Weapons...,https://www.wsj.com/articles/why-congress-wont-ban-assault-weapons-11654939800,1,True,wsj.com
Why Didn't Dems Codify Roe When Had Chance?,https://www.nationalreview.com/2022/06/why-didnt-democrats-codify-roe-when-they-had-the-chance/,4,True,nationalreview.com
Why Didn't Dems Codify Roe When They Had Chance?,https://www.nationalreview.com/2022/06/why-didnt-democrats-codify-roe-when-they-had-the-chance/,1,True,nationalreview.com
Why Do Humans Often Make 'Adequate' Decisions -- Instead Of Optimal Ones?,https://www.studyfinds.org/humans-best-decisions/,1,True,studyfinds.org
Why Freedom of Speech Is Next Battle...,https://www.msn.com/en-us/news/us/why-freedom-of-speech-is-the-next-abortion-fight/ar-AA10Xd1J,1,True,msn.com
Why Freedom of Speech Is Next Fight...,https://www.msn.com/en-us/news/us/why-freedom-of-speech-is-the-next-abortion-fight/ar-AA10Xd1J,1,True,msn.com
Why Is Airline Travel So Miserable? Blame Florida...,https://www.wsj.com/articles/airlines-travel-delays-cancellations-florida-11660572010,2,True,wsj.com
Why Isn't He Ever on TV?,https://dnyuz.com/2022/08/10/why-isnt-biden-ever-on-tv/,2,True,dnyuz.com
Why Jamie Dimon quietly clamping down on remote work...,https://nypost.com/2022/08/25/why-jamie-dimon-is-quietly-clamping-down-on-remote-work-at-jpmorgan/,1,True,nypost.com
Why Kaliningrad could be next flashpoint...,https://www.cnn.com/2022/06/21/europe/kaliningrad-explainer-russia-lithuania-sanctions-intl/index.html,2,True,cnn.com
Why Michigan Dem Political Dynasty Just Fell...,https://www.politico.com/news/magazine/2022/08/06/levin-dynasty-stevens-00049864,2,True,politico.com
Why More People Dating Without Drinking...,https://www.wsj.com/articles/dating-sober-alcohol-increasing-gen-z-11658252900,2,True,wsj.com
Why NASA aircraft flying along DC corridor...,https://wtop.com/local/2022/07/why-that-nasa-aircraft-is-flying-along-interstate-95/,1,True,wtop.com
Why Silicon Valley fertile ground for obscure religious beliefs...,https://www.vox.com/recode/2022/6/30/23188222/silicon-valley-blake-lemoine-chatbot-eliza-religion-robot,2,True,vox.com
Why So Many Getting Infected a Third Time?,https://www.nbcbayarea.com/news/coronavirus/covid-coronavirus-second-time-repeat-previous-infections-omicron-vaccines/2922569/,2,True,nbcbayarea.com
Why Texas feels sense of déjà vu...,https://thehill.com/homenews/campaign/3580282-why-texas-democrats-are-feeling-a-sense-of-deja-vu/,2,True,thehill.com
Why U.S. military faces growing recruiting crisis...,https://www.cnbc.com/2022/08/26/why-the-us-military-faces-a-growing-recruiting-crisis.html,3,True,cnbc.com
Why Urban Life Suddenly Got Way More Expensive...,https://www.theatlantic.com/newsletters/archive/2022/06/uber-ride-share-prices-high-inflation/661250/,1,True,theatlantic.com
Why Variants Keep Getting More Contagious...,https://www.wsj.com/articles/covid-19-variants-keep-getting-more-contagious-heres-why-11660210202,3,True,wsj.com
Why are green meteors raining down on New Zealand?,https://metro.co.uk/2022/08/03/why-are-green-meteors-raining-down-on-new-zealand-17114359/,3,True,metro.co.uk
Why are so many young men taking VIAGRA?,https://news.yahoo.com/really-struggling-why-younger-men-085052140.html ,3,True,yahoo.com
Why detransitioned teens regret changing genders...,https://nypost.com/2022/06/18/detransitioned-teens-explain-why-they-regret-changing-genders/,7,True,nypost.com
"Why do criminals covet French bulldogs? Breed offers quick cash, but big problems...",https://www.msn.com/en-us/news/crime/why-do-criminals-covet-french-bulldogs-breed-offers-quick-cash-but-big-problems/ar-AAZlzQo,3,True,msn.com
Why has NKorea stopped boasting about missile tests?,https://www.msn.com/en-us/news/world/why-has-north-korea-stopped-boasting-about-its-missile-tests/ar-AAZiPnE,3,True,msn.com
Why insects are sustainable superfood of the future...,https://www.bbc.com/future/article/20220720-why-insects-are-the-sustainable-superfood-of-the-future,1,True,bbc.com
Why it's taking people so long to test negative...,https://www.msn.com/en-us/health/medical/why-it-s-taking-people-with-covid-19-so-long-to-finally-get-a-negative-test/ar-AA10rlZY,3,True,msn.com
Why octopuses probably have feelings...,https://www.bbc.com/future/article/20220720-do-octopuses-feel-pain,2,True,bbc.com
Why open relationships on rise...,https://www.bbc.com/worklife/article/20220725-the-rising-curiosity-behind-open-relationships,3,True,bbc.com
Why outrage politics has such grip on American life...,https://thehill.com/homenews/house/3550612-why-outrage-politics-has-such-a-grip-on-american-life/,5,True,thehill.com
Why people watch porn at work...,https://www.bbc.com/worklife/article/20220714-why-people-watch-pornography-at-work,1,True,bbc.com
Why sex gives longer life...,https://www.the-sun.com/health/5946547/sex-boosting-immunity-easing-pain/,3,True,the-sun.com
Why some justices are supremely unpopular...,https://thehill.com/opinion/judiciary/3573018-why-some-supreme-court-justices-are-supremely-unpopular/,2,True,thehill.com
"Why we should all be worried about vulture apocalypse...
Plummeting numbers spell serious trouble for humans...",https://www.telegraph.co.uk/global-health/science-and-disease/why-should-worried-vulture-apocalypse/,2,True,telegraph.co.uk
"Why wealthy, celebs turning to psychedelics...",https://nypost.com/2022/08/15/ayahuasca-psychedelics-a-hit-with-celebs-like-aaron-rodgers/,2,True,nypost.com
Widespread layoffs coming? ,https://news.yahoo.com/widespread-layoffs-coming-pandemic-changed-120031683.html,1,True,yahoo.com
"Wife Scrolled Dating App After Fatally Stabbing Hubby, Prosecutors Allege...",https://www.msn.com/en-us/news/crime/florida-wife-scrolled-dating-app-after-fatally-stabbing-hubby-prosecutors-allege/ar-AAYhxQz,1,True,msn.com
Wilde Much Hyped Movie Causing Worries as Scandals Increase...,https://www.showbiz411.com/2022/08/27/harry-styles-olivia-wilde-much-hyped-movie-dont-worry-darling-causing-worries-as-pr-scandals-increase,3,True,showbiz411.com
Wildfire Incinerates French Wine Country; Europe Season of Extremes...,https://www.dailymail.co.uk/news/article-11101625/French-villages-rely-truck-deliveries-water-taps-run-dry-10-000-flee-ogre-wildfire.html,3,True,dailymail.co.uk
Wildfire nears famed giant sequoia grove in Yosemite...,https://thehill.com/changing-america/sustainability/environment/3549968-wildfire-nears-famed-giant-sequoia-grove-in-yosemite/,1,True,thehill.com
Wildlife Monitor Puts Monarch Butterflies on Endangered List...,https://dnyuz.com/2022/07/21/leading-wildlife-monitor-puts-monarch-butterflies-on-its-endangered-list/,2,True,dnyuz.com
Will $23 toll finally rid Manhattan of gridlock?,https://www.theguardian.com/us-news/2022/aug/11/manhattan-congestion-pricing-charge-transportation,3,True,theguardian.com
Will Now Map Inside of Your House...,https://www.vice.com/en/article/y3pp8y/amazon-buys-roomba-company-will-now-map-inside-of-your-house,2,True,vice.com
Will Put The Don at Center of Plot...,https://dnyuz.com/2022/06/09/jan-6-hearings-will-put-trump-at-the-center-of-plot-that-resulted-in-capitol-riot/,1,True,dnyuz.com
Will Roe decision lead to interstate travel bans?,https://www.bostonglobe.com/2022/07/01/metro/will-roe-decision-lead-interstate-travel-bans/,2,True,bostonglobe.com
Will Smith Breaks Silence: 'Deeply Remorseful' For Oscar Slap...,https://deadline.com/2022/07/will-smith-breaks-silence-deeply-remorseful-for-oscar-slap-1235081101/,2,True,deadline.com
Will Smith plotting big return with major movie moving forward...,https://www.the-sun.com/entertainment/5524740/will-smith-plotting-big-return-major-movie-secret/,1,True,the-sun.com
Will Trump be indicted?,https://news.yahoo.com/gripping-capitol-riot-hearings-trump-212121579.html,1,True,yahoo.com
Will admit to 15 felonies!,https://dnyuz.com/2022/08/17/plea-deal-requires-weisselberg-to-testify-at-trump-organization-trial/,1,True,dnyuz.com
Will build rival...,https://www.the-sun.com/tech/5861115/russia-to-quit-international-space-station-2024/,3,True,the-sun.com
Will decision lead to interstate travel bans?,https://www.bostonglobe.com/2022/07/01/metro/will-roe-decision-lead-interstate-travel-bans/,2,True,bostonglobe.com
Will he be indicted?,https://news.yahoo.com/gripping-capitol-riot-hearings-trump-212121579.html,3,True,yahoo.com
Will monkeypox spread as fast as covid?,https://thehill.com/news/3516243-will-monkeypox-spread-as-fast-as-covid/,1,True,thehill.com
Will use emergency authorities!,https://www.yahoo.com/lifestyle/biden-chastises-oil-industry-over-131844512.html,1,True,yahoo.com
William and Harry now estranged...,https://www.france24.com/en/live-news/20220822-once-close-royal-brothers-william-and-harry-now-estranged,3,True,france24.com
William thinks Harry 'sucked into alien world'...,https://www.the-sun.com/news/5588026/prince-william-thinks-harry-sucked-alien-world/,13,True,the-sun.com
"Willie Nelson's Long Encore...
As he approaches 90, even brushes with death can't keep him off road...",https://dnyuz.com/2022/08/17/willie-nelsons-long-encore/,3,True,dnyuz.com
Wind energy boom and golden eagles collide in West...,https://apnews.com/article/science-wyoming-eagles-climate-and-environment-294161a39e84ac1e102d22a4c342b298,1,True,apnews.com
Window to control closing...,https://www.cidrap.umn.edu/news-perspective/2022/07/window-control-monkeypox-may-be-closing-us,3,True,umn.edu
Wireless carriers keep location data for years -- provide to police...,https://www.cnn.com/2022/08/29/tech/wireless-carriers-locations-fcc/index.html,2,True,cnn.com
Wisconsin House speaker says Trump called him to overturn '20 election -- 20 months later...,https://www.nbcnews.com/politics/donald-trump/wisconsin-house-speaker-says-trump-called-overturn-2020-results-20-mon-rcna39137,1,True,nbcnews.com
